3206	42
3079	142
3064	242
3057	342
2448	42	142
2435	42	242
2419	42	342
2339	142	242
2332	242	342
2328	142	342
1867	42	142	242
1851	42	242	342
1848	42	142	342
1794	142	242	342
1427	42	142	242	342
1300	799
1298	146
1296	634
1293	141
1290	380
1290	565
1289	870
1286	875
1284	200
1282	912
1281	60
1280	450
1280	588
1277	488
1275	3
1274	344
1274	9
1271	43
1271	132
1271	153
1271	626
1269	276
1268	50
1268	293
1268	478
1268	75
1267	578
1266	186
1265	854
1265	952
1265	549
1262	288
1262	395
1262	751
1262	357
1262	55
1262	768
1261	882
1261	964
1261	266
1261	838
1261	819
1261	605
1261	649
1260	935
1260	171
1260	879
1260	615
1259	700
1259	208
1259	177
1259	899
1259	118
1259	419
1258	574
1258	623
1258	827
1257	184
1257	213
1257	129
1257	56
1257	297
1257	983
1257	919
1256	505
1256	163
1256	881
1255	698
1255	73
1255	845
1255	335
1255	259
1255	805
1255	631
1254	572
1254	37
1254	326
1254	913
1254	641
1254	86
1254	265
1253	124
1253	110
1253	313
1253	742
1253	83
1253	106
1252	893
1252	564
1252	646
1251	422
1251	309
1251	418
1251	896
1250	835
1250	378
1249	113
1249	832
1249	482
1249	937
1248	109
1248	439
1248	299
1248	531
1248	619
1248	726
1248	672
1247	286
1247	740
1247	821
1247	766
1247	97
1247	174
1246	576
1246	712
1246	400
1246	553
1246	973
1246	532
1246	477
1246	723
1245	360
1245	610
1245	795
1245	53
1245	84
1245	438
1244	596
1244	602
1244	637
1244	479
1244	312
1244	844
1243	445
1243	305
1243	211
1243	510
1243	257
1243	285
1243	945
1243	197
1243	823
1243	40
1243	81
1243	198
1242	922
1242	865
1242	221
1242	998
1241	493
1241	71
1241	746
1241	491
1241	942
1241	586
1241	476
1241	701
1241	377
1241	645
1241	836
1241	923
1241	977
1240	644
1240	407
1240	461
1240	789
1240	269
1239	816
1239	951
1239	185
1239	51
1239	897
1239	898
1239	582
1239	249
1239	468
1239	436
1239	497
1239	941
1239	116
1239	442
1239	446
1239	890
1239	513
1239	126
1239	592
1238	613
1238	350
1238	687
1238	54
1238	330
1238	361
1238	688
1238	696
1237	130
1237	14
1237	356
1237	936
1237	88
1237	481
1237	522
1237	72
1237	2
1237	20
1237	511
1237	363
1237	601
1237	465
1236	702
1236	830
1236	426
1236	448
1236	322
1236	658
1236	166
1236	486
1236	947
1236	808
1236	680
1236	905
1235	311
1235	506
1235	107
1235	347
1235	11
1234	387
1234	670
1234	716
1234	172
1234	725
1234	143
1234	102
1234	247
1234	334
1234	609
1233	21
1233	857
1233	587
1233	30
1233	232
1233	622
1233	101
1233	343
1232	846
1232	767
1232	315
1232	709
1232	981
1232	379
1232	772
1232	340
1232	839
1232	401
1231	600
1231	292
1231	880
1231	345
1231	68
1231	733
1231	894
1231	674
1231	302
1231	551
1231	929
1231	512
1230	760
1230	412
1230	69
1230	227
1230	251
1230	134
1230	137
1230	301
1230	580
1229	730
1229	570
1229	668
1229	190
1229	529
1229	104
1229	927
1229	467
1229	210
1229	145
1229	241
1229	547
1229	503
1229	308
1228	374
1228	58
1228	133
1228	220
1228	304
1228	417
1228	664
1228	454
1228	989
1228	76
1227	248
1227	722
1227	811
1227	508
1227	573
1227	31
1227	7
1227	22
1227	45
1226	262
1226	831
1226	64
1226	245
1226	681
1226	748
1226	824
1226	695
1226	91
1226	974
1226	430
1226	604
1226	402
1225	225
1225	26
1225	98
1225	282
1225	509
1225	447
1225	753
1225	526
1225	747
1225	546
1225	437
1225	168
1225	562
1225	666
1225	662
1225	159
1224	16
1224	314
1224	685
1224	490
1224	233
1224	910
1224	191
1224	376
1224	774
1224	87
1224	122
1224	944
1224	28
1224	728
1224	279
1224	489
1224	300
1224	258
1223	659
1223	625
1223	156
1223	333
1223	953
1223	105
1223	781
1223	874
1223	858
1223	501
1223	164
1222	496
1222	36
1222	90
1222	884
1222	861
1222	111
1222	182
1222	6
1222	228
1222	850
1222	883
1222	676
1222	410
1222	433
1221	814
1221	931
1221	239
1221	320
1221	52
1221	654
1221	956
1221	862
1221	238
1221	888
1221	140
1220	895
1220	706
1220	149
1220	427
1220	235
1220	365
1220	864
1220	103
1220	826
1220	928
1220	170
1220	948
1220	298
1220	194
1220	741
1220	394
1220	856
1220	484
1220	705
1219	480
1219	485
1219	473
1219	563
1219	291
1219	252
1219	57
1219	999
1219	689
1219	231
1219	175
1219	189
1219	59
1219	234
1218	825
1218	373
1218	840
1218	23
1218	584
1218	755
1218	917
1218	528
1218	656
1217	745
1217	652
1217	957
1217	791
1217	727
1217	752
1217	492
1217	61
1217	494
1217	498
1217	847
1217	655
1217	925
1217	930
1217	555
1217	853
1216	538
1216	718
1216	787
1216	968
1216	504
1216	428
1216	80
1216	195
1216	429
1216	986
1216	41
1216	606
1216	784
1216	85
1216	732
1216	918
1216	46
1215	203
1215	338
1215	577
1215	403
1214	388
1214	396
1214	909
1214	108
1214	323
1214	456
1214	763
1214	364
1214	737
1214	554
1214	48
1214	940
1214	876
1214	324
1214	390
1214	452
1214	804
1214	474
1214	982
1214	599
1214	307
1214	638
1213	581
1213	432
1213	79
1213	790
1213	120
1213	682
1213	226
1213	643
1213	560
1213	892
1213	240
1213	94
