142 242 	42 	0.798204360837965
142 242 342 	42 	0.7954292084726867
142 	42 	0.7950633322507308
242 	42 	0.7947127937336814
142 342 	42 	0.7938144329896907
242 342 	42 	0.7937392795883362
342 	42 	0.7912986588158325
42 142 342 	242 	0.7721861471861472
42 242 342 	142 	0.7709346299297677
142 342 	242 	0.770618556701031
242 342 	142 	0.7692967409948542
142 242 	342 	0.7669944420692604
42 242 	142 	0.766735112936345
42 342 	242 	0.7651922281934683
42 142 242 	342 	0.7643277986073915
42 342 	142 	0.763952046300124
42 	142 	0.7635683094198378
242 	142 	0.7633812010443864
342 	242 	0.7628393850179915
42 142 	242 	0.7626633986928104
342 	142 	0.76153091265947
242 	342 	0.7610966057441253
42 242 	342 	0.760164271047228
142 	242 	0.7596622279961026
42 	242 	0.7595134123518403
142 	342 	0.756089639493342
42 142 	342 	0.7549019607843137
42 	342 	0.7545227698066126
142 342 	42 242 	0.6129725085910653
242 342 	42 142 	0.6119210977701544
142 242 	42 342 	0.6100897819581017
242 	42 142 	0.6093342036553525
142 	42 242 	0.6063657031503735
342 	42 242 	0.60549558390579
342 	42 142 	0.6045142296368989
242 	42 342 	0.60411227154047
142 	42 342 	0.6001948684637869
